url_length,num_dots,has_https,has_ip_address,num_special_chars,path_length,num_subdomains,has_suspicious_words,domain_length,num_digits_in_domain,label
13,1,1,0,1,15,1,0,7,0,0
91,4,1,1,3,27,1,0,29,4,1
40,5,1,0,3,6,1,0,5,1,0
52,1,1,0,1,17,1,0,11,0,0
112,6,1,0,3,34,2,1,28,2,1
12,1,1,0,1,23,0,0,12,0,0
50,2,1,0,3,55,4,1,15,4,1
39,2,1,0,1,7,1,0,11,0,0
96,6,0,1,2,52,4,1,23,2,1
35,2,1,0,1,24,1,0,13,0,0
87,3,0,1,5,49,4,0,30,2,1
23,1,1,0,0,8,1,0,6,0,0
50,1,0,0,2,5,1,0,10,1,0
79,5,0,0,6,53,3,1,15,6,1
65,2,1,0,1,33,0,0,9,1,0
38,1,1,0,3,7,1,0,6,1,0
107,5,0,0,4,21,3,0,20,3,1
41,1,1,1,1,12,0,0,5,1,0
51,3,0,1,3,21,1,0,22,3,1
78,6,0,0,8,14,2,0,25,4,1
114,4,0,0,3,55,2,0,16,4,1
40,1,1,0,1,13,0,0,14,0,0
43,3,1,1,1,13,0,0,8,0,0
78,3,0,1,3,37,4,1,19,4,1
25,1,1,1,1,20,1,0,7,0,0
50,1,1,0,1,20,1,0,11,0,0
46,3,1,0,1,20,2,0,7,0,0
76,3,1,0,3,51,3,1,34,3,1
50,4,0,0,5,32,3,1,35,4,1
71,1,0,0,0,0,0,0,13,0,0
75,3,0,0,6,31,5,0,14,5,1
99,8,1,0,2,39,2,1,15,4,1
97,4,0,1,3,0,2,0,13,4,1
91,8,0,0,7,14,3,0,14,2,1
51,4,0,1,3,31,4,1,23,3,1
100,4,0,0,3,55,2,0,19,2,1
24,2,1,0,1,15,1,0,17,0,0
51,3,1,0,1,10,1,0,6,0,0
100,4,1,0,3,7,4,0,18,1,1
35,3,1,0,0,18,2,0,9,1,0
95,5,0,0,2,24,5,0,21,2,1
90,4,0,1,4,14,3,0,23,3,1
83,4,0,0,4,45,2,1,15,0,1
28,3,1,0,1,8,0,0,12,0,0
33,1,1,0,0,9,2,0,14,3,0
87,6,1,0,3,35,5,1,12,2,1
83,4,0,0,5,16,1,0,17,5,1
100,2,0,0,5,38,2,0,26,3,1
83,3,0,0,8,36,1,0,5,1,1
48,2,1,0,0,18,0,0,6,0,0
67,1,1,0,0,15,1,0,19,2,0
66,1,1,1,2,25,1,0,6,0,0
96,3,0,0,8,59,2,1,5,1,1
39,1,0,0,5,40,2,1,22,2,1
32,2,1,0,1,13,3,0,3,0,0
31,4,1,0,0,1,0,0,12,0,0
44,3,1,0,1,7,0,0,10,0,0
77,1,1,0,0,0,0,0,9,0,0
51,1,1,0,1,23,2,0,8,1,0
70,1,1,0,2,24,2,0,16,3,1
75,5,0,1,4,23,7,0,26,4,1
64,7,0,0,4,27,3,0,19,5,1
88,5,0,0,5,32,6,1,26,0,1
52,5,1,0,5,27,8,0,21,4,1
107,4,1,0,2,18,2,1,7,3,1
51,3,0,0,1,6,2,0,7,2,0
86,4,0,1,6,38,1,0,14,4,1
89,5,0,0,5,29,2,0,18,1,1
48,4,0,0,2,10,2,0,10,0,0
85,1,1,0,4,46,3,0,20,2,1
16,4,1,0,0,15,1,0,9,0,0
66,4,0,0,4,30,4,1,21,4,1
96,1,0,1,5,48,3,1,27,3,1
57,3,1,0,1,23,1,0,9,2,0
34,2,1,0,0,12,0,0,7,2,0
84,2,0,0,3,62,3,1,12,2,1
56,9,0,0,5,17,1,1,10,4,1
80,2,1,0,2,41,3,1,14,3,1
76,4,0,0,3,22,2,0,34,5,1
55,1,1,0,0,8,1,0,4,0,0
41,4,0,0,3,18,3,0,22,1,1
35,2,1,0,0,16,1,0,8,0,0
60,2,1,0,0,20,2,0,7,0,0
47,2,1,0,1,17,0,0,10,0,0
37,1,1,0,1,25,0,0,4,0,0
41,3,1,1,0,20,1,1,3,1,0
57,1,1,0,1,25,0,0,11,0,0
104,6,1,0,4,39,0,1,16,4,1
25,2,1,0,3,16,0,0,5,0,0
37,1,1,0,2,4,2,0,3,0,0
45,1,1,0,0,22,1,0,8,0,0
92,4,0,0,5,35,3,1,31,3,1
82,7,0,0,2,30,3,0,27,5,1
99,8,0,0,4,42,3,1,18,2,1
87,2,1,0,5,11,3,0,16,3,1
37,3,1,0,1,11,3,0,4,0,0
42,2,1,0,1,16,0,0,8,1,0
98,2,1,0,7,37,2,0,24,0,1
24,2,0,0,0,4,0,0,18,1,0
79,4,1,0,3,17,2,0,5,8,1
100,2,0,1,4,25,5,1,36,2,1
46,1,1,0,0,12,3,0,12,0,0
48,5,1,0,1,14,1,0,10,1,0
55,3,0,0,4,12,2,1,16,3,1
44,3,1,0,1,20,2,0,11,0,0
105,4,0,0,3,28,2,0,5,3,1
71,1,0,0,1,46,2,1,6,4,1
10,1,1,0,0,31,2,0,11,1,0
71,1,0,0,4,28,2,1,15,4,1
69,2,1,0,3,10,0,0,10,0,0
57,1,1,0,1,26,0,0,12,1,0
47,4,1,0,0,20,1,0,6,0,0
43,1,1,0,0,17,0,0,7,0,0
33,1,1,0,0,17,1,0,9,1,0
36,1,1,0,1,8,1,0,7,1,0
47,7,0,1,5,46,1,0,20,6,1
77,3,1,0,2,53,7,0,27,0,1
36,1,1,0,1,0,0,0,5,0,0
21,1,1,0,0,16,1,0,7,2,0
62,6,0,0,3,8,2,0,24,3,1
66,2,1,0,1,6,3,0,8,2,0
46,3,1,0,5,79,0,0,30,5,1
46,3,0,0,0,9,0,0,9,0,0
42,3,1,0,1,8,1,0,13,1,0
46,1,1,0,2,11,1,0,7,0,0
93,2,0,0,5,27,2,1,18,3,1
23,1,1,0,1,21,2,0,4,0,0
51,4,1,0,4,25,1,0,10,3,0
59,3,1,0,3,61,3,0,34,5,1
52,3,1,0,0,16,1,0,13,0,0
35,4,1,0,1,4,1,0,9,0,0
86,3,1,0,1,31,7,1,15,4,1
32,3,1,0,2,47,2,0,31,1,1
60,2,1,0,0,13,4,1,6,0,0
31,7,0,1,2,25,1,0,11,1,0
56,3,0,0,4,59,2,0,23,5,1
60,3,0,0,4,29,6,0,34,5,1
38,3,1,0,2,18,1,0,7,0,0
19,2,1,0,0,6,0,0,11,1,0
76,2,1,0,0,8,1,0,14,1,0
70,2,1,0,4,45,0,0,19,4,1
97,2,0,1,3,10,5,1,11,5,1
84,3,0,0,1,21,4,1,17,2,1
39,1,1,0,2,33,0,0,7,1,0
115,2,0,0,3,54,3,0,28,1,1
111,6,0,0,5,34,3,1,22,2,1
51,1,0,0,0,24,1,0,11,0,0
36,1,1,0,0,15,2,0,11,0,0
54,2,1,0,2,10,0,0,7,0,0
54,2,0,0,0,0,2,0,10,0,0
106,4,0,1,2,53,1,0,12,1,1
34,3,1,0,0,17,1,0,8,1,0
42,3,0,0,0,28,1,0,4,0,0
55,2,1,0,2,41,5,1,15,2,1
130,5,1,0,2,14,1,0,15,2,1
56,1,1,0,0,24,0,0,9,0,0
66,2,1,0,4,40,4,1,25,2,1
78,1,1,0,4,39,3,1,19,5,1
35,1,1,0,1,21,0,1,7,0,0
93,5,0,1,4,38,1,0,28,4,1
46,2,0,0,1,25,3,0,14,0,0
70,3,0,0,4,20,2,1,25,6,1
84,10,0,0,3,38,1,0,19,2,1
41,4,0,0,1,60,1,0,32,2,1
119,4,0,0,6,64,3,1,15,1,1
53,5,1,0,2,11,1,1,11,0,0
46,2,1,0,3,0,2,0,9,1,0
44,1,1,0,2,19,3,0,13,2,0
101,4,0,1,9,31,3,0,8,2,1
78,4,0,0,2,64,4,1,20,1,1
44,5,0,0,3,21,6,1,33,1,1
32,1,1,0,0,8,0,0,6,1,0
14,1,1,0,0,24,2,0,10,1,0
65,4,0,0,0,23,3,0,5,1,0
41,5,1,0,2,17,0,0,12,0,0
48,2,1,0,2,3,1,0,5,0,0
111,3,1,1,0,63,3,1,12,8,1
70,5,0,1,4,51,4,1,7,4,1
98,3,1,0,2,33,3,1,27,1,1
106,2,0,0,3,47,3,1,19,3,1
40,3,0,0,0,32,2,0,8,1,0
79,3,1,0,2,22,5,0,17,2,1
57,1,0,1,3,22,2,0,26,0,1
69,1,0,0,1,36,1,0,7,2,1
57,4,0,0,3,52,2,1,21,2,1
84,1,0,0,3,46,7,0,22,2,1
49,1,1,0,3,10,1,1,9,0,0
104,8,0,1,5,35,5,1,27,2,1
71,2,0,0,0,29,1,0,6,0,0
48,1,1,0,2,15,0,0,7,0,0
77,5,1,0,2,42,6,0,14,5,1
84,5,1,1,3,7,3,1,15,3,1
121,3,1,0,6,33,3,0,5,4,1
20,1,1,0,0,7,0,0,11,0,0
50,1,1,0,1,13,2,0,10,0,0
23,3,1,0,1,39,1,0,11,1,0
131,5,0,0,5,64,4,0,13,1,1
67,2,1,1,10,42,3,1,21,2,1
131,3,0,1,6,52,2,0,27,4,1
70,3,0,0,5,41,3,0,24,3,1
28,2,1,0,1,25,0,0,7,0,0
38,2,1,0,0,13,2,0,8,0,0
52,5,1,0,8,25,6,1,18,4,1
69,2,0,0,4,27,2,0,14,2,1
37,1,1,0,2,14,1,0,8,0,0
41,2,1,0,3,19,0,0,8,1,0
38,1,1,0,1,20,0,0,17,0,0
91,7,0,1,3,43,3,0,33,1,1
34,7,0,0,6,82,3,0,5,5,1
118,7,0,1,6,25,2,1,11,9,1
81,5,1,1,3,24,2,1,16,3,1
51,2,1,0,0,11,1,0,13,1,0
44,6,1,0,0,18,1,0,13,1,0
17,1,1,0,1,30,0,0,10,1,0
94,7,0,1,3,23,4,1,20,4,1
52,3,0,1,6,55,3,0,24,3,1
24,3,1,0,1,7,0,0,13,0,0
56,1,1,0,2,14,2,0,15,0,0
45,1,1,0,0,24,3,0,13,0,0
99,4,1,0,5,43,5,0,17,3,1
20,2,1,0,1,0,1,0,3,0,0
33,3,0,0,1,14,1,0,9,1,0
38,3,1,0,1,6,0,0,3,1,0
45,3,0,0,0,17,0,0,18,1,0
37,1,1,0,1,6,1,0,12,0,0
79,1,1,0,0,21,0,0,6,0,0
49,4,0,0,1,12,3,0,18,0,0
38,1,1,0,0,26,2,0,6,0,0
63,8,1,0,4,32,2,1,6,4,1
52,3,0,0,1,29,2,0,30,3,1
14,2,1,0,0,34,3,0,10,0,0
37,1,1,0,1,26,1,0,11,0,0
59,2,1,0,0,7,0,0,14,0,0
44,2,0,0,5,41,5,1,12,5,1
93,6,1,1,5,31,2,0,21,4,1
41,1,1,0,1,23,1,0,10,0,0
100,1,1,1,4,49,2,0,26,2,1
123,7,0,1,9,48,2,0,18,0,1
29,1,1,0,2,12,1,0,9,2,0
101,4,0,0,4,1,2,0,20,2,1
48,4,1,0,4,57,1,0,24,4,1
43,1,1,0,2,12,0,0,8,0,0
97,7,0,0,5,56,0,1,24,1,1
97,6,1,0,3,25,1,0,26,3,1
30,1,1,0,0,13,0,0,4,2,0
80,3,1,0,4,15,2,1,15,5,1
44,2,0,0,1,20,0,0,4,0,0
88,5,0,0,3,25,2,0,10,3,1
90,4,0,0,3,4,4,1,32,2,1
57,2,1,0,1,15,0,0,12,1,0
49,2,0,0,1,20,0,0,10,0,0
70,6,0,0,1,49,5,0,10,3,1
68,2,0,1,4,36,4,0,21,2,1
57,1,1,0,1,20,1,0,11,0,0
49,5,1,0,0,13,1,0,3,2,0
67,1,0,0,2,13,2,0,25,1,1
45,1,0,0,1,14,0,0,8,0,0
33,2,1,0,0,24,1,0,14,0,0
129,7,1,0,2,52,3,0,25,1,1
45,2,0,1,4,36,1,1,23,6,1
76,2,1,0,3,32,1,1,14,4,1
40,1,1,0,1,19,0,1,17,0,0
34,2,1,0,0,8,2,0,12,1,0
28,5,0,0,1,19,1,0,9,0,0
63,1,1,0,2,14,2,0,6,1,0
44,5,1,0,1,10,1,0,4,0,0
46,2,0,0,1,9,1,0,14,1,0
23,3,1,0,0,6,2,0,11,2,0
26,1,1,0,0,1,0,0,6,2,0
26,1,1,0,0,3,2,0,13,1,0
45,3,1,0,2,5,2,0,10,0,0
125,6,1,1,5,22,3,0,9,2,1
37,2,1,0,1,4,2,0,13,1,0
90,2,0,1,6,57,1,0,17,3,1
42,4,1,0,2,5,1,0,11,1,0
61,4,1,0,2,29,1,0,8,0,0
39,1,0,0,0,14,2,0,3,0,0
32,2,1,0,0,14,0,0,10,0,0
74,3,1,0,3,17,2,0,20,0,1
128,4,1,1,2,38,3,0,17,3,1
95,2,1,0,5,31,2,0,19,2,1
39,3,0,0,0,18,0,0,9,0,0
53,2,0,0,4,40,4,0,9,3,1
92,3,1,0,6,70,2,1,11,4,1
53,1,1,0,0,18,2,0,11,2,0
115,1,1,0,4,30,4,0,24,2,1
58,2,0,0,0,26,0,0,5,1,0
49,1,1,0,2,22,2,0,11,0,0
64,2,1,0,2,17,2,0,9,1,0
62,1,1,0,0,0,1,0,9,1,0
99,4,0,0,4,26,7,1,23,1,1
37,4,1,0,3,18,1,0,11,0,0
55,1,1,0,3,16,0,0,9,1,0
44,6,0,1,4,42,2,1,13,0,1
39,1,1,0,0,21,2,0,10,1,0
99,5,0,0,2,37,5,0,20,2,1
49,2,1,0,2,20,1,0,11,0,0
36,1,0,0,0,7,2,0,3,0,0
117,8,1,1,1,44,4,1,26,5,1
78,2,1,0,6,36,4,1,37,1,1
126,7,1,1,0,8,2,1,27,1,1
50,3,0,0,1,11,2,0,4,2,0
56,2,1,0,1,28,0,0,12,1,0
84,2,0,1,10,40,2,1,24,2,1
38,2,1,0,2,23,3,0,15,2,0
94,1,1,0,2,44,4,1,27,1,1
41,4,1,0,1,16,0,0,15,1,0
138,3,0,0,3,28,3,1,14,1,1
97,6,0,0,1,23,3,0,17,3,1
33,4,1,0,2,15,0,0,9,1,0
54,4,1,0,0,24,1,0,10,2,0
36,3,1,0,0,29,1,0,9,1,0
29,1,0,0,1,14,0,0,11,1,0
55,6,1,0,4,39,6,0,22,2,1
111,4,0,1,2,40,2,0,11,3,1
55,1,1,1,5,36,4,0,10,3,1
90,5,1,0,4,29,1,1,17,7,1
30,1,1,1,2,7,2,0,17,0,0
85,1,1,1,5,8,3,0,11,5,1
81,3,0,1,6,44,1,0,14,7,1
53,3,1,0,1,21,2,0,17,0,0
52,3,0,0,1,7,2,0,14,0,0
91,5,0,1,8,28,5,1,22,2,1
66,4,0,0,4,64,4,1,16,5,1
29,4,1,0,0,7,3,0,13,0,0
71,6,0,0,5,58,6,1,19,4,1
51,3,1,0,2,23,4,1,18,1,1
113,4,0,1,3,59,1,1,17,5,1
53,2,0,0,2,11,3,0,14,1,0
99,6,1,0,3,17,4,0,18,5,1
47,1,0,0,0,11,0,0,10,0,0
80,3,0,0,8,35,2,1,13,4,1
93,5,0,1,4,58,5,1,21,5,1
36,2,0,0,1,62,2,1,11,8,1
87,4,0,0,7,17,3,1,8,3,1
51,1,1,0,1,12,2,0,11,0,0
85,2,0,1,4,52,6,1,15,6,1
26,3,1,0,1,28,2,0,5,0,0
55,1,0,0,1,24,1,0,10,0,0
62,4,0,0,4,23,4,1,12,1,1
61,2,1,0,0,7,1,0,12,0,0
27,1,1,0,1,2,0,0,10,0,0
89,7,1,0,5,18,2,1,40,0,1
24,4,1,0,1,29,4,0,10,0,0
36,5,0,0,0,52,6,1,22,3,1
101,6,0,1,6,28,3,0,20,1,1
55,3,1,0,0,13,1,0,12,0,0
15,2,1,0,2,23,0,0,11,0,0
23,4,1,0,0,8,3,0,8,1,0
92,5,0,1,1,35,0,1,23,2,1
72,5,0,0,4,34,3,0,19,2,1
36,2,1,0,1,14,5,0,10,0,0
109,2,1,0,4,63,4,1,20,1,1
101,3,0,0,4,22,3,1,18,2,1
39,2,1,0,1,26,1,0,8,2,0
62,5,1,1,7,27,1,0,20,6,1
25,1,1,0,1,11,0,0,10,1,0
108,6,1,0,5,1,1,0,17,2,1
86,4,1,1,12,31,2,1,24,4,1
46,3,0,0,1,46,4,0,10,3,1
106,1,0,0,4,48,2,1,19,3,1
60,8,1,0,4,32,4,0,23,4,1
78,4,1,0,2,25,2,0,22,5,1
98,2,0,0,0,23,3,0,14,4,1
104,3,0,0,3,58,2,0,26,1,1
59,1,1,0,1,20,0,0,5,0,0
83,5,1,0,8,47,3,0,25,2,1
30,2,1,0,1,12,1,0,14,0,0
50,5,1,0,0,0,0,1,3,1,0
37,9,0,0,3,45,4,0,6,4,1
66,6,0,0,0,18,1,0,9,0,0
69,4,1,0,6,19,3,1,13,5,1
48,2,1,0,0,16,1,0,18,1,0
68,3,1,0,1,7,0,0,7,0,0
34,2,1,0,1,17,1,0,10,0,0
29,3,0,0,2,63,1,1,24,4,1
133,5,0,0,4,26,5,1,25,3,1
32,2,1,0,0,17,1,0,9,0,0
92,5,0,0,5,19,2,0,8,3,1
109,6,1,0,3,67,3,0,25,6,1
134,6,0,1,7,41,2,1,25,2,1
32,1,1,0,1,14,0,0,17,1,0
100,5,1,1,5,59,4,1,21,0,1
82,3,0,1,2,22,4,0,25,2,1
38,3,0,0,2,0,1,0,10,1,0
54,8,1,0,5,21,2,1,17,2,1
79,5,0,0,6,19,0,0,14,3,1
54,3,1,0,2,11,1,0,3,0,0
50,2,1,0,1,9,3,0,13,0,0
45,4,1,0,1,9,2,0,10,1,0
106,4,1,1,5,32,6,0,6,3,1
52,3,0,0,2,13,1,0,9,1,0
56,3,0,1,8,52,0,0,21,2,1
91,4,0,0,6,38,6,0,35,1,1
105,1,0,0,4,36,3,0,18,3,1
37,1,0,0,2,15,1,0,9,0,0
59,4,0,0,5,49,4,1,5,4,1
108,3,0,0,4,27,1,0,16,5,1
109,6,0,1,4,23,5,0,25,0,1
30,3,0,0,0,30,3,0,12,1,0
60,2,1,0,0,5,0,1,10,1,0
76,1,0,0,1,51,6,0,20,7,1
42,3,1,0,0,21,0,1,3,0,0
54,5,0,0,4,14,4,0,15,1,1
82,3,0,0,0,9,1,0,18,1,0
71,4,0,0,6,52,4,0,18,1,1
64,7,0,1,4,38,1,0,12,4,1
65,2,0,0,0,1,0,0,14,1,0
48,1,1,0,1,23,3,0,8,0,0
112,2,1,0,5,29,5,1,25,3,1
10,2,1,0,1,15,1,0,10,0,0
54,3,0,0,4,40,2,1,15,2,1
77,7,0,0,6,42,3,0,26,1,1
79,5,0,0,6,34,3,0,21,2,1
48,2,1,0,1,16,1,0,13,1,0
22,4,1,0,1,22,1,0,12,0,0
39,2,1,0,0,17,1,0,12,0,0
87,4,0,0,2,28,4,1,20,2,1
96,3,0,0,3,41,2,0,17,1,1
46,1,1,0,1,24,2,0,11,1,0
50,3,0,0,3,25,4,1,24,1,1
68,1,1,0,0,24,1,0,7,0,0
70,2,1,0,1,25,0,0,10,0,0
101,5,0,0,4,35,3,0,14,4,1
70,3,1,0,5,15,6,1,15,2,1
26,4,1,0,2,4,0,0,11,0,0
97,3,1,0,5,20,2,1,5,3,1
78,4,0,0,6,12,4,0,24,4,1
45,1,1,0,0,18,1,0,11,1,0
43,1,1,0,1,14,1,0,7,0,0
100,3,1,0,6,36,1,1,13,3,1
42,4,1,0,1,9,0,0,11,0,0
87,7,1,0,5,42,1,0,18,3,1
48,2,1,0,2,9,0,0,11,0,0
84,1,0,1,5,34,5,0,11,2,1
52,2,1,0,1,11,3,0,6,1,0
69,6,1,1,2,47,1,0,13,5,1
108,4,1,0,6,18,1,1,22,6,1
18,1,1,0,1,16,0,0,14,0,0
47,1,1,0,2,0,1,0,15,0,0
24,3,1,0,0,16,1,0,9,0,0
70,2,0,0,4,53,1,0,18,2,1
51,3,1,0,1,15,1,0,6,4,0
47,3,1,0,0,14,0,0,6,1,0
92,7,0,0,5,33,3,1,26,4,1
60,2,1,0,0,13,1,0,10,1,0
39,4,1,0,1,24,1,0,3,0,0
57,1,1,0,1,0,0,0,6,1,0
69,4,1,0,1,16,5,0,19,2,1
21,4,1,0,0,17,1,0,8,0,0
66,3,1,0,1,8,0,1,10,0,0
105,4,0,0,5,48,3,1,26,6,1
61,3,1,0,1,17,0,0,5,0,0
80,5,1,0,1,65,7,0,8,2,1
48,1,1,0,0,21,1,0,3,1,0
37,1,0,0,1,32,1,0,8,0,0
68,3,0,0,4,29,3,0,13,0,1
61,3,1,0,10,32,4,1,17,3,1
86,3,0,0,2,43,6,1,21,4,1
87,3,0,0,4,35,3,0,5,6,1
129,5,0,1,4,39,5,0,30,4,1
75,6,1,0,6,45,2,0,34,2,1
90,3,0,1,5,4,0,1,16,5,1
82,6,1,1,4,58,1,1,10,6,1
33,1,1,0,1,12,2,1,3,0,0
84,2,0,0,3,13,4,0,12,3,1
66,1,1,1,0,18,1,0,9,0,0
96,1,0,0,3,44,5,1,20,3,1
46,2,1,0,0,6,1,0,9,0,0
70,2,1,0,0,14,1,0,8,0,0
42,2,0,0,0,14,3,0,9,0,0
45,1,1,0,1,11,1,0,6,0,0
58,1,1,0,0,6,0,0,3,0,0
99,3,0,0,2,51,3,0,27,7,1
50,2,0,0,0,12,2,0,13,0,0
77,1,0,1,10,45,3,1,5,4,1
92,1,1,0,4,35,4,1,11,2,1
49,6,0,0,5,33,1,0,23,1,1
93,5,0,0,4,53,2,0,18,3,1
69,7,1,0,5,33,5,0,18,1,1
76,2,0,0,6,17,1,1,14,2,1
83,2,1,1,9,33,6,0,23,4,1
24,4,0,0,2,43,3,0,19,4,1
44,1,0,0,1,16,1,0,12,0,0
39,6,1,0,3,45,2,0,25,4,1
117,9,0,1,7,55,1,1,23,1,1
62,6,0,0,3,33,4,1,22,5,1
103,5,0,0,3,1,4,0,10,3,1
64,1,0,0,2,49,2,1,20,7,1
66,6,0,0,5,21,5,0,8,4,1
81,7,0,0,6,40,5,1,12,5,1
72,6,1,0,5,44,5,0,18,2,1
36,1,1,0,2,7,0,0,7,0,0
92,6,1,0,7,41,4,0,26,0,1
86,3,1,0,5,34,3,0,24,5,1
50,4,1,0,6,33,3,1,10,3,1
73,3,0,1,2,8,2,0,26,3,1
40,4,1,0,2,0,2,0,9,1,0
41,2,1,0,0,23,0,0,5,0,0
61,9,0,0,6,31,5,0,9,3,1
84,4,0,1,3,18,4,1,16,2,1
70,3,0,0,1,20,3,0,12,0,0
75,2,0,0,1,32,1,0,26,4,1
63,8,0,1,4,49,8,1,20,5,1
57,2,1,0,0,10,2,1,11,0,0
43,2,1,0,1,0,0,0,3,0,0
42,3,0,0,2,7,1,0,12,2,0
58,7,1,0,5,50,4,0,11,4,1
118,7,1,0,2,43,2,1,19,2,1
74,3,0,1,2,23,4,1,26,2,1
125,4,1,0,2,37,1,1,14,5,1
76,3,1,1,5,48,6,1,16,4,1
30,1,0,0,3,47,1,0,24,0,1
52,2,0,0,4,59,4,0,34,5,1
96,2,0,0,4,0,3,1,15,0,1
98,7,0,0,4,31,1,1,7,1,1
94,6,0,0,4,22,5,0,12,2,1
49,5,1,0,6,28,1,0,15,4,1
22,5,0,1,3,36,0,1,30,4,1
86,3,0,0,4,49,1,0,5,3,1
101,3,0,1,5,31,3,1,30,2,1
82,6,0,0,2,36,1,0,11,7,1
60,4,1,0,0,27,2,0,7,0,0
40,1,1,0,0,14,0,0,4,0,0
111,3,1,0,2,25,2,0,21,2,1
49,3,0,1,5,35,5,1,26,5,1
37,4,1,0,1,21,1,0,6,1,0
28,4,1,0,1,15,0,0,4,0,0
56,1,1,0,3,14,0,0,16,1,0
58,8,1,0,5,36,4,1,21,3,1
21,2,0,0,3,30,2,1,9,5,1
91,6,1,1,4,62,5,1,16,8,1
47,8,1,0,2,65,5,1,33,5,1
33,2,1,0,0,21,1,0,10,2,0
99,4,0,1,5,21,5,1,5,1,1
57,3,1,0,0,27,2,0,8,1,0
107,5,1,0,5,23,2,0,15,2,1
129,5,0,0,5,33,1,0,16,1,1
35,3,0,0,0,16,0,0,17,3,0
52,5,1,0,6,26,3,0,11,4,1
75,3,1,0,3,33,2,0,19,2,1
33,2,1,0,2,20,0,1,6,0,0
92,4,0,1,3,48,1,1,7,7,1
23,1,1,0,0,14,2,0,6,0,0
110,6,1,0,4,36,1,1,16,5,1
40,2,1,0,1,9,0,1,7,1,0
92,3,1,0,1,16,5,0,28,4,1
35,1,1,0,1,18,2,1,5,0,0
71,2,0,0,1,8,0,0,15,0,0
83,6,0,0,6,42,2,1,26,2,1
89,4,0,0,3,52,3,1,18,1,1
93,1,1,0,5,43,6,0,19,4,1
52,2,0,0,1,15,0,1,14,1,0
120,7,0,0,5,11,5,1,13,1,1
76,8,0,0,7,40,6,1,29,4,1
52,2,1,0,0,8,3,0,18,1,0
25,1,1,0,0,9,1,0,6,0,0
28,1,1,0,1,6,2,1,8,0,0
42,2,0,0,0,25,1,1,18,0,0
65,3,1,0,1,35,3,0,17,0,0
44,2,1,0,1,23,0,0,9,0,0
81,5,1,0,3,44,3,0,22,0,1
127,3,0,1,2,33,3,1,29,3,1
113,7,0,0,5,43,3,0,8,2,1
120,2,1,0,2,40,1,0,5,3,1
41,3,1,0,1,19,0,0,5,1,0
48,4,1,0,4,25,0,1,28,1,1
49,2,1,0,1,19,3,0,13,0,0
103,5,0,0,1,66,4,1,18,1,1
54,5,1,0,0,13,1,0,8,1,0
93,10,1,0,1,35,1,0,22,3,1
42,5,1,0,1,9,2,0,19,1,0
52,3,1,0,0,8,1,0,10,0,0
45,1,1,0,3,3,1,0,7,0,0
38,1,1,1,2,18,2,0,7,1,0
111,2,0,0,4,14,4,0,17,3,1
64,3,1,0,5,46,1,0,25,2,1
28,1,0,0,3,15,1,0,5,0,0
24,1,0,0,0,10,1,0,8,1,0
104,3,1,0,2,54,2,0,14,1,1
102,5,0,1,4,19,3,0,10,3,1
44,1,1,0,1,12,2,0,14,1,0
54,4,1,0,1,23,0,0,4,0,0
50,3,1,0,1,19,1,0,7,0,0
31,1,1,0,0,10,2,0,9,3,0
59,5,1,0,5,41,2,0,10,0,1
56,1,0,0,2,12,0,0,6,0,0
118,1,0,0,6,50,7,0,32,3,1
34,1,1,0,2,22,0,0,3,2,0
70,6,0,1,2,57,5,1,25,3,1
75,3,1,1,2,52,1,1,17,7,1
77,3,1,0,1,14,2,1,11,1,0
49,3,1,0,1,11,0,0,17,3,0
62,1,1,0,0,11,2,1,6,1,0
80,5,0,0,6,42,3,1,28,4,1
52,5,1,0,0,25,1,0,7,0,0
52,2,1,0,1,25,2,0,10,0,0
50,2,0,0,5,25,8,0,6,0,1
87,1,0,0,4,56,3,1,16,3,1
97,3,0,0,4,14,2,1,18,2,1
77,3,1,0,2,19,5,0,16,3,1
44,2,1,0,1,14,2,0,5,0,0
93,1,0,1,2,42,4,0,26,1,1
73,3,0,0,3,32,3,0,28,2,1
19,2,1,0,1,21,1,0,21,1,0
62,5,0,0,4,52,2,0,22,1,1
57,1,1,0,1,27,0,0,15,1,0
39,4,0,0,6,20,1,0,13,4,1
19,1,0,0,0,9,0,0,17,0,0
91,3,0,0,7,42,0,1,15,1,1
53,4,0,0,3,40,2,0,33,3,1
46,1,1,0,1,21,1,0,8,0,0
32,1,1,0,1,3,2,0,4,0,0
43,5,1,0,1,15,0,0,8,0,0
43,2,1,0,1,14,2,0,20,1,0
33,1,1,0,2,21,0,0,9,0,0
48,3,1,0,1,8,4,0,17,0,0
71,9,0,0,3,48,2,0,27,4,1
44,1,1,0,1,18,1,0,7,0,0
40,1,1,0,0,12,1,0,16,1,0
58,1,1,0,6,40,2,0,13,3,1
44,2,1,0,1,7,1,0,5,0,0
82,7,0,1,3,39,3,0,27,2,1
34,3,0,0,0,16,1,0,15,1,0
71,2,0,0,1,45,6,1,27,0,1
59,5,1,0,5,29,4,1,13,3,1
99,3,1,0,6,47,2,0,28,9,1
51,6,1,1,3,42,3,0,24,5,1
95,2,0,0,0,33,3,1,13,1,1
33,1,1,0,4,15,1,1,16,2,0
81,4,1,0,5,32,0,1,17,3,1
22,2,1,0,1,17,1,0,10,1,0
105,1,0,0,3,25,2,0,13,4,1
